CustomerID,InvoiceDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12522.00,2011-10-31 15:30:00,38,2,192.72,3,2,1,6,At Risk
12523.00,2011-11-20 12:55:00,18,11,1789.77,4,5,4,13,Champions
12524.00,2011-11-30 15:31:00,8,8,4485.72,5,5,5,15,Champions
12526.00,2011-12-09 12:09:00,0,3,1316.66,5,3,4,12,Loyal Customers
12527.00,2011-09-19 11:55:00,81,3,348.71,2,3,2,7,Potential Loyalists
12528.00,2011-11-30 14:40:00,8,6,1933.48,5,5,4,14,Champions
12530.00,2011-10-11 12:34:00,59,4,1662.28,3,4,4,11,Loyal Customers
12531.00,2011-11-25 11:12:00,14,1,125.22,4,1,1,6,At Risk
12532.00,2011-11-09 13:47:00,29,1,349.83,4,1,2,7,Potential Loyalists
12534.00,2011-08-01 10:26:00,130,1,1089.18,2,1,4,7,Potential Loyalists
12535.00,2011-09-09 08:48:00,91,2,716.35,2,2,3,7,Potential Loyalists
12536.00,2011-10-27 14:20:00,42,3,12601.83,3,3,5,11,Loyal Customers
12538.00,2011-11-10 17:16:00,28,1,363.95,4,1,2,7,Potential Loyalists
12539.00,2011-11-17 13:30:00,21,4,5568.35,4,4,5,13,Champions
12540.00,2011-11-20 11:31:00,19,17,13400.24,4,5,5,14,Champions
12541.00,2011-11-10 10:40:00,29,3,981.18,4,3,4,11,Loyal Customers
12544.00,2011-11-03 16:15:00,35,1,372.70,3,1,2,6,At Risk
12545.00,2011-09-25 13:39:00,74,2,1000.39,2,2,4,8,Potential Loyalists
12546.00,2011-10-24 12:09:00,46,2,1161.50,3,2,4,9,Potential Loyalists
12547.00,2011-05-26 12:38:00,197,2,207.80,1,2,1,4,Lost Customers
12548.00,2011-06-26 15:35:00,165,1,95.20,2,1,1,4,Lost Customers
12550.00,2011-09-21 14:35:00,78,1,964.83,2,1,4,7,Potential Loyalists
12551.00,2010-12-17 11:23:00,357,1,168.00,1,1,1,3,Lost Customers
12552.00,2011-11-01 10:02:00,38,2,437.82,3,2,2,7,Potential Loyalists
12553.00,2011-12-01 16:38:00,7,10,3692.28,5,5,5,15,Champions
12556.00,2011-10-20 13:06:00,49,2,603.71,3,2,3,8,Potential Loyalists
12557.00,2011-11-23 16:59:00,15,5,11990.96,4,4,5,13,Champions
12558.00,2011-12-02 10:41:00,7,1,269.96,5,1,2,8,Potential Loyalists
12559.00,2011-02-02 09:49:00,310,2,561.71,1,2,3,6,At Risk
12560.00,2011-12-04 13:54:00,4,3,2134.01,5,3,5,13,Champions
12561.00,2011-02-10 11:39:00,302,1,238.85,1,1,1,3,Lost Customers
12562.00,2011-12-01 17:20:00,7,7,3781.74,5,5,5,15,Champions
12564.00,2011-03-23 14:55:00,260,1,456.90,1,1,2,4,Lost Customers
12565.00,2011-02-24 10:34:00,288,1,145.92,1,1,1,3,Lost Customers
12566.00,2011-09-14 14:30:00,85,1,351.65,2,1,2,5,At Risk
12567.00,2011-11-17 11:02:00,22,10,9401.28,4,5,5,14,Champions
12569.00,2011-12-07 16:24:00,1,32,4124.69,5,5,5,15,Champions
12571.00,2011-10-31 10:19:00,39,2,519.61,3,2,3,8,Potential Loyalists
12572.00,2011-12-01 09:20:00,8,2,1020.42,5,2,4,11,Loyal Customers
12573.00,2011-04-26 15:52:00,226,1,160.54,1,1,1,3,Lost Customers
12574.00,2011-01-28 09:20:00,315,1,218.45,1,1,1,3,Lost Customers
12576.00,2011-11-04 10:11:00,35,5,1315.83,3,4,4,11,Loyal Customers
12577.00,2011-11-04 13:24:00,34,3,657.80,3,3,3,9,Potential Loyalists
12578.00,2011-11-18 13:30:00,20,2,2794.51,4,2,5,11,Loyal Customers
12579.00,2011-09-22 17:15:00,77,1,440.42,2,1,2,5,At Risk
12580.00,2011-04-07 10:24:00,246,1,415.70,1,1,2,4,Lost Customers
12581.00,2011-10-31 08:56:00,39,1,197.71,3,1,1,5,At Risk
12582.00,2011-04-15 08:45:00,238,2,511.36,1,2,3,6,At Risk
12583.00,2011-12-07 08:07:00,2,15,7281.38,5,5,5,15,Champions
12584.00,2011-12-06 09:35:00,3,9,2338.15,5,5,5,15,Champions
12585.00,2011-04-19 13:39:00,233,2,2040.10,1,2,4,7,Potential Loyalists
12586.00,2011-11-22 16:24:00,16,1,196.94,4,1,1,6,At Risk
12587.00,2011-12-02 12:47:00,7,1,144.00,5,1,1,7,Potential Loyalists
12588.00,2011-10-31 15:01:00,38,1,214.90,3,1,1,5,At Risk
12589.00,2011-11-11 10:19:00,28,2,646.68,4,2,3,9,Potential Loyalists
12590.00,2011-05-12 14:52:00,210,2,9864.26,1,2,5,8,Potential Loyalists
12591.00,2011-01-26 14:35:00,316,1,452.85,1,1,2,4,Lost Customers
12592.00,2011-09-08 15:04:00,91,2,437.60,2,2,2,6,At Risk
12593.00,2011-08-23 12:43:00,108,3,418.10,2,3,2,7,Potential Loyalists
12594.00,2011-11-02 12:20:00,37,10,3338.22,3,5,5,13,Champions
12596.00,2011-10-19 13:02:00,50,2,618.27,3,2,3,8,Potential Loyalists
12597.00,2011-11-20 13:33:00,18,4,3811.22,4,4,5,13,Champions
12598.00,2011-11-30 12:18:00,9,8,3023.08,5,5,5,15,Champions
12599.00,2011-11-10 13:34:00,28,7,1032.58,4,5,4,13,Champions
12600.00,2011-11-11 10:29:00,28,10,2599.04,4,5,5,14,Champions
12601.00,2011-06-03 10:17:00,189,5,577.06,1,4,3,8,Potential Loyalists
12602.00,2011-10-12 11:22:00,58,1,153.12,3,1,1,5,At Risk
12603.00,2011-11-18 10:42:00,21,1,739.20,4,1,3,8,Potential Loyalists
12604.00,2011-09-21 14:08:00,78,2,254.18,2,2,2,6,At Risk
12607.00,2011-10-10 16:06:00,59,1,1579.51,3,1,4,8,Potential Loyalists
12609.00,2011-09-22 16:34:00,77,3,1126.85,2,3,4,9,Potential Loyalists
12610.00,2011-11-17 09:34:00,22,5,2099.54,4,4,5,13,Champions
12611.00,2011-10-18 13:12:00,51,1,1193.32,3,1,4,8,Potential Loyalists
12612.00,2011-09-26 15:35:00,73,1,704.04,2,1,3,6,At Risk
12613.00,2011-10-13 14:59:00,56,5,3344.38,3,4,5,12,Loyal Customers
12614.00,2011-03-07 10:22:00,277,1,315.60,1,1,2,4,Lost Customers
12615.00,2011-12-07 15:02:00,1,4,2291.19,5,4,5,14,Champions
12616.00,2011-09-05 15:17:00,94,2,713.30,2,2,3,7,Potential Loyalists
12617.00,2011-11-10 14:39:00,28,1,355.53,4,1,2,7,Potential Loyalists
12618.00,2011-11-18 11:10:00,21,1,177.31,4,1,1,6,At Risk
12619.00,2011-11-23 14:52:00,15,9,3641.24,4,5,5,14,Champions
12620.00,2011-11-25 10:20:00,14,3,1339.41,4,3,4,11,Loyal Customers
12621.00,2011-12-08 11:25:00,1,20,13689.67,5,5,5,15,Champions
12622.00,2011-04-21 16:39:00,231,1,180.10,1,1,1,3,Lost Customers
12623.00,2011-03-08 13:50:00,275,1,305.10,1,1,2,4,Lost Customers
12624.00,2011-08-25 15:04:00,105,2,641.13,2,2,3,7,Potential Loyalists
12625.00,2011-05-12 09:54:00,211,2,2683.82,1,2,5,8,Potential Loyalists
12626.00,2011-11-16 16:06:00,22,9,6620.48,4,5,5,14,Champions
12627.00,2011-11-29 12:07:00,10,7,4478.53,5,5,5,15,Champions
12628.00,2011-12-05 13:15:00,3,3,786.46,5,3,3,11,Loyal Customers
12630.00,2011-11-30 10:48:00,9,2,1270.88,5,2,4,11,Loyal Customers
12631.00,2011-10-13 13:53:00,56,1,640.50,3,1,3,7,Potential Loyalists
12633.00,2011-10-12 11:40:00,58,4,2163.98,3,4,5,12,Loyal Customers
12635.00,2011-09-11 11:04:00,89,2,1689.18,2,2,4,8,Potential Loyalists
12637.00,2011-10-03 13:46:00,66,8,6021.90,3,5,5,13,Champions
12638.00,2011-11-06 13:11:00,32,1,671.69,4,1,3,8,Potential Loyalists
12639.00,2011-04-15 12:48:00,238,1,486.10,1,1,2,4,Lost Customers
12640.00,2011-11-16 11:52:00,23,3,1174.58,4,3,4,11,Loyal Customers
12641.00,2011-08-16 13:26:00,114,1,185.90,2,1,1,4,Lost Customers
12642.00,2011-11-14 15:03:00,24,3,1013.26,4,3,4,11,Loyal Customers
12643.00,2011-08-03 12:56:00,127,6,3344.64,2,5,5,12,Loyal Customers
12644.00,2011-08-02 10:33:00,129,1,477.91,2,1,2,5,At Risk
12645.00,2011-11-06 12:38:00,33,4,1775.18,3,4,4,11,Loyal Customers
12646.00,2011-12-05 10:14:00,4,2,1346.97,5,2,4,11,Loyal Customers
12647.00,2011-11-17 12:56:00,21,12,3722.82,4,5,5,14,Champions
12648.00,2011-07-08 11:55:00,154,1,318.05,2,1,2,5,At Risk
12649.00,2011-08-24 14:41:00,106,3,623.51,2,3,3,8,Potential Loyalists
12650.00,2011-12-06 16:34:00,2,1,314.44,5,1,2,8,Potential Loyalists
12651.00,2011-01-09 12:46:00,334,1,114.00,1,1,1,3,Lost Customers
12652.00,2011-01-12 15:00:00,330,1,919.98,1,1,3,5,At Risk
12653.00,2011-07-14 10:41:00,148,2,2209.85,2,2,5,9,Potential Loyalists
12654.00,2011-11-29 10:10:00,10,5,601.98,5,4,3,12,Loyal Customers
12656.00,2011-11-22 13:42:00,16,5,4051.17,4,4,5,13,Champions
12657.00,2011-11-28 15:47:00,10,4,1643.18,5,4,4,13,Champions
12658.00,2011-11-21 10:22:00,18,1,686.05,4,1,3,8,Potential Loyalists
12659.00,2011-11-10 11:53:00,29,1,91.68,4,1,1,6,At Risk
12660.00,2011-11-28 13:26:00,10,1,245.10,5,1,1,7,Potential Loyalists
12662.00,2011-12-09 11:59:00,0,11,3849.78,5,5,5,15,Champions
12664.00,2011-12-01 17:07:00,7,9,4881.88,5,5,5,15,Champions
12665.00,2011-01-19 08:34:00,324,1,63.00,1,1,1,3,Lost Customers
12667.00,2011-10-12 17:00:00,57,1,620.13,3,1,3,7,Potential Loyalists
12668.00,2011-11-28 10:56:00,11,4,3807.15,5,4,5,14,Champions
12669.00,2011-07-12 09:54:00,150,3,2744.03,2,3,5,10,Loyal Customers
12670.00,2011-11-29 15:23:00,9,5,2996.05,5,4,5,14,Champions
12672.00,2011-01-14 09:20:00,329,1,225.90,1,1,1,3,Lost Customers
12673.00,2011-12-04 13:55:00,4,2,610.52,5,2,3,10,Loyal Customers
12674.00,2011-11-01 12:12:00,38,4,1970.60,3,4,4,11,Loyal Customers
12676.00,2011-11-15 12:25:00,24,6,1331.39,4,5,4,13,Champions
12678.00,2011-10-28 13:04:00,41,12,17628.46,3,5,5,13,Champions
12679.00,2011-10-12 12:30:00,58,4,1113.02,3,4,4,11,Loyal Customers
12680.00,2011-12-09 12:50:00,0,4,862.81,5,4,3,12,Loyal Customers
12681.00,2011-11-25 11:33:00,14,22,13787.54,4,5,5,14,Champions
12682.00,2011-12-06 10:00:00,3,31,12288.22,5,5,5,15,Champions
12683.00,2011-12-05 16:31:00,3,15,8476.57,5,5,5,15,Champions
12684.00,2011-12-02 09:53:00,7,7,2283.63,5,5,5,15,Champions
12685.00,2011-11-11 13:46:00,27,6,2863.08,4,5,5,14,Champions
12686.00,2010-12-03 09:51:00,371,1,89.14,1,1,1,3,Lost Customers
12688.00,2011-08-18 08:49:00,113,1,4873.81,2,1,5,8,Potential Loyalists
12689.00,2011-11-14 08:31:00,25,2,1247.61,4,2,4,10,Loyal Customers
12690.00,2011-05-18 09:09:00,205,1,389.01,1,1,2,4,Lost Customers
12691.00,2011-11-11 16:49:00,27,6,1035.80,4,5,4,13,Champions
12693.00,2011-08-04 17:51:00,126,4,855.91,2,4,3,9,Potential Loyalists
12694.00,2011-09-30 13:06:00,69,2,869.67,3,2,3,8,Potential Loyalists
12695.00,2011-12-02 13:22:00,6,4,582.10,5,4,3,12,Loyal Customers
12697.00,2011-11-11 08:47:00,28,3,957.59,4,3,4,11,Loyal Customers
12700.00,2011-12-02 10:47:00,7,4,4939.99,5,4,5,14,Champions
12701.00,2011-09-21 10:47:00,79,2,797.71,2,2,3,7,Potential Loyalists
12702.00,2011-11-20 10:36:00,19,1,219.00,4,1,1,6,At Risk
12703.00,2011-09-29 17:52:00,70,1,283.55,3,1,2,6,At Risk
12704.00,2011-12-02 13:15:00,6,8,2340.84,5,5,5,15,Champions
12705.00,2011-11-24 13:17:00,14,9,6868.29,4,5,5,14,Champions
12707.00,2011-02-21 08:38:00,291,1,603.42,1,1,3,5,At Risk
12708.00,2011-11-10 09:52:00,29,10,2712.91,4,5,5,14,Champions
12709.00,2011-11-24 15:38:00,14,15,9736.52,4,5,5,14,Champions
12710.00,2011-09-04 12:00:00,96,3,1149.02,2,3,4,9,Potential Loyalists
12712.00,2011-11-11 08:19:00,28,13,4396.13,4,5,5,14,Champions
12713.00,2011-12-09 12:16:00,0,1,848.55,5,1,3,9,Potential Loyalists
12714.00,2011-11-30 15:43:00,8,5,4708.86,5,4,5,14,Champions
12715.00,2011-08-25 15:22:00,105,1,353.86,2,1,2,5,At Risk
12716.00,2011-12-06 08:55:00,3,2,1053.49,5,2,4,11,Loyal Customers
12717.00,2011-07-11 14:47:00,150,2,1030.98,2,2,4,8,Potential Loyalists
12718.00,2011-09-29 16:38:00,70,1,238.25,3,1,1,5,At Risk
12719.00,2011-12-04 13:45:00,4,2,644.95,5,2,3,10,Loyal Customers
12720.00,2011-12-07 08:03:00,2,25,5781.73,5,5,5,15,Champions
12721.00,2011-11-08 12:13:00,31,6,2656.13,4,5,5,14,Champions
12722.00,2011-09-15 14:50:00,84,4,997.63,2,4,4,10,Loyal Customers
12723.00,2011-12-06 10:19:00,3,5,725.07,5,4,3,12,Loyal Customers
12724.00,2011-12-04 16:02:00,4,4,1031.41,5,4,4,13,Champions
12725.00,2010-12-03 15:45:00,370,1,427.80,1,1,2,4,Lost Customers
12726.00,2011-11-11 13:35:00,27,7,2609.10,4,5,5,14,Champions
12727.00,2011-11-29 11:46:00,10,7,3980.70,5,5,5,15,Champions
12728.00,2011-09-29 15:31:00,70,4,836.33,3,4,3,10,Loyal Customers
12729.00,2011-08-18 11:40:00,113,1,453.01,2,1,2,5,At Risk
12731.00,2011-11-16 11:59:00,23,12,18895.91,4,5,5,14,Champions
12732.00,2011-06-13 11:33:00,179,1,236.26,1,1,1,3,Lost Customers
12733.00,2011-04-19 16:19:00,233,1,383.95,1,1,2,4,Lost Customers
12734.00,2010-12-22 12:47:00,352,1,110.40,1,1,1,3,Lost Customers
12735.00,2011-01-28 13:37:00,314,2,779.57,1,2,3,6,At Risk
12736.00,2011-01-11 07:57:00,332,1,234.00,1,1,1,3,Lost Customers
12738.00,2010-12-02 18:27:00,371,1,155.35,1,1,1,3,Lost Customers
12739.00,2011-09-22 13:00:00,77,2,1013.04,2,2,4,8,Potential Loyalists
12740.00,2011-10-07 10:44:00,63,1,427.60,3,1,2,6,At Risk
12743.00,2011-07-28 16:21:00,133,2,546.43,2,2,3,7,Potential Loyalists
12744.00,2011-10-19 11:18:00,51,7,21279.29,3,5,5,13,Champions
12747.00,2011-12-07 14:34:00,1,11,4196.01,5,5,5,15,Champions
12748.00,2011-12-09 12:20:00,0,210,33719.73,5,5,5,15,Champions
12749.00,2011-12-06 09:56:00,3,5,4090.88,5,4,5,14,Champions
12750.00,2011-08-03 09:13:00,128,1,275.88,2,1,2,5,At Risk
12752.00,2011-09-19 13:32:00,80,1,4366.78,2,1,5,8,Potential Loyalists
12753.00,2011-11-17 10:52:00,22,6,21429.39,4,5,5,14,Champions
12754.00,2011-04-18 09:00:00,235,3,3010.74,1,3,5,9,Potential Loyalists
12755.00,2011-03-04 12:42:00,280,2,3811.95,1,2,5,8,Potential Loyalists
12756.00,2011-09-14 09:31:00,86,1,112.08,2,1,1,4,Lost Customers
12757.00,2011-11-24 12:30:00,15,13,7857.10,4,5,5,14,Champions
12758.00,2011-08-15 10:22:00,116,2,2791.59,2,2,5,9,Potential Loyalists
12759.00,2011-10-18 14:49:00,51,3,1531.44,3,3,4,10,Loyal Customers
12762.00,2011-12-02 10:23:00,7,2,1898.52,5,2,4,11,Loyal Customers
